LotArea,MSZoning,TotRmsAbvGrd,YearBuilt,LandContour,BsmtFinSF1,GarageCars,1stFlrSF,TotalBsmtSF,2ndFlrSF,GrLivArea,OverallQual,Saleprice
6000,RM,4,1954,Lvl,0,1,901,901,0,901,4,107900
12205,RL,9,1966,Low,568,2,976,832,1111,2087,6,187500
3182,RL,5,2005,Lvl,16,2,1145,1145,0,1145,7,160200
11333,RL,5,1976,Lvl,539,2,1062,1029,0,1062,6,146800
9920,RL,8,1996,Lvl,862,2,1127,1117,886,2013,7,269790
9158,RL,7,2007,Lvl,0,2,1496,1496,0,1496,8,225000
10832,RL,7,1994,Lvl,0,2,1086,712,809,1895,7,194500
8400,RL,7,1980,Lvl,0,2,888,650,676,1564,6,171000
8197,RL,7,1977,Lvl,0,2,1285,660,0,1285,6,143500
7677,RL,4,1953,Lvl,570,1,773,773,0,773,5,110000
13518,RL,11,2008,Lvl,0,3,1966,1926,1174,3140,9,485000
7200,RL,7,1937,Lvl,569,1,981,731,787,1768,5,175000
12798,RL,8,1997,HLS,462,2,616,616,1072,1688,6,200000
4800,RM,5,1916,Lvl,197,2,1196,1196,0,1196,4,109900
8199,RL,7,2005,Lvl,648,2,728,728,728,1456,7,189000
13891,RL,12,2008,Lvl,0,3,1734,1734,1088,2822,9,582933
9000,RL,5,1954,Lvl,812,1,1128,936,0,1128,5,118000
12274,RL,6,2008,Lvl,0,2,1428,1417,0,1428,7,227680
9750,RL,6,1967,Lvl,400,1,980,980,0,980,5,135500
21384,RL,6,1923,Lvl,1309,2,1072,1324,504,1576,5,223500
13400,RL,6,1966,Lvl,516,2,1086,1024,0,1086,5,159950
8100,RM,11,1898,Lvl,0,2,1075,849,1063,2138,5,106000
10140,RL,5,1974,Lvl,663,2,1309,1040,0,1309,6,181000
4438,RM,4,2004,Lvl,662,2,848,848,0,848,6,144500
8712,C (all),4,1952,Bnk,0,2,1044,540,0,1044,5,55993
9750,RL,7,1958,Lvl,608,1,1442,1442,0,1442,6,157900
8248,RL,7,1918,Lvl,0,1,686,686,564,1250,5,116000
12137,RL,6,1998,Lvl,0,2,1661,1649,0,1661,7,224900
11425,RL,4,1954,Lvl,486,1,1008,1008,0,1008,5,137000
13265,RL,7,2002,Lvl,1218,3,1689,1568,0,1689,8,271000
8816,RL,6,1971,Lvl,504,2,1052,1010,0,1052,6,155000
6371,RL,6,2009,Lvl,733,2,1358,1358,0,1358,7,224000
7226,RL,6,2003,Lvl,0,2,798,798,842,1640,7,183000
6000,RM,4,1953,Bnk,0,2,936,936,0,936,4,93000
12394,RL,7,2003,Lvl,0,2,847,847,886,1733,7,225000
9900,RL,7,1940,Lvl,0,1,944,778,545,1489,6,139500
11216,FV,7,2006,Lvl,0,2,1489,1489,0,1489,8,232600
14803,RL,7,2007,Lvl,1636,3,2084,2078,0,2084,10,385000
6130,RM,5,1924,Lvl,784,0,784,784,0,784,5,109500
8529,RL,6,2001,Lvl,20,2,1434,1454,0,1434,7,189000
28698,RL,7,1967,Low,249,2,1160,1013,966,2126,5,185000
2544,FV,4,2005,Lvl,0,2,520,600,623,1223,7,147400
11900,RL,6,1957,Lvl,1040,2,1392,1392,0,1392,6,166000
3180,FV,4,2005,Lvl,0,2,520,600,600,1200,7,151000
9548,RL,7,2003,Lvl,483,2,941,941,888,1829,7,237000
10004,RL,6,1964,Lvl,196,2,1516,1516,0,1516,6,167000
7875,RL,6,1961,Lvl,572,2,1144,1144,0,1144,5,139950
9600,RL,4,1950,Lvl,442,2,1067,1067,0,1067,4,128000
8100,RM,5,1948,Lvl,338,2,1559,1559,0,1559,5,153500
1680,RM,5,1973,Lvl,330,1,483,483,504,987,6,100000
9525,RL,6,1995,Lvl,0,1,1099,1099,0,1099,5,144000
11767,RL,6,1946,Lvl,352,1,768,768,432,1200,5,130500
12155,RH,7,1925,Lvl,156,1,810,672,672,1482,6,140000
10440,RM,8,1904,Lvl,0,2,958,650,581,1539,5,157500
9020,RL,6,1966,Lvl,312,2,1165,1127,0,1165,6,174900
8000,RL,10,1961,Lvl,0,0,1800,1800,0,1800,5,141000
12665,RM,7,1915,Lvl,0,3,876,876,540,1416,5,153900
16647,RL,6,1975,Lvl,1390,2,1701,1390,0,1701,5,171000
9317,RL,7,1993,Lvl,513,2,1006,740,769,1775,7,213000
15523,RL,5,1972,Lvl,460,1,864,864,0,864,5,133500
45600,RL,10,1908,Bnk,0,2,1307,907,1051,2358,6,240000
9600,RL,7,1976,Lvl,0,2,1094,528,761,1855,6,187000
4435,RM,3,2003,Lvl,659,2,848,848,0,848,6,131500
3196,RL,7,2003,Lvl,0,2,1456,1273,0,1456,8,215000
7128,RL,7,1941,Lvl,364,1,918,918,728,1646,7,164000
12095,RL,7,1964,Lvl,564,2,1445,1127,0,1445,6,158000
17920,RL,6,1955,Lvl,306,2,1779,1763,0,1779,5,170000
6897,RL,6,1962,Lvl,659,1,1040,1040,0,1040,5,127000
10970,RL,5,1978,Low,505,2,1026,940,0,1026,6,147000
8125,RL,6,1994,Lvl,0,2,702,702,779,1481,6,174000
10400,RL,6,1976,Lvl,0,2,1370,1090,0,1370,7,152000
11029,RL,9,1968,Lvl,619,2,1512,1054,1142,2654,6,250000
7642,RL,7,1918,Lvl,0,1,912,912,514,1426,7,189950
11625,RL,6,1965,Lvl,841,2,1039,1039,0,1039,5,131500
9672,RL,6,1984,Lvl,338,2,1097,1040,0,1097,6,152000
7931,RL,6,1959,Lvl,1148,1,1148,1148,0,1148,5,132500
8640,FV,6,2007,Lvl,0,2,1372,1372,0,1372,7,250580
8750,RL,5,1970,Lvl,828,2,1002,1002,0,1002,5,148500
10656,RL,6,2006,HLS,0,3,1646,1638,0,1646,8,248900
6970,RL,5,1961,Lvl,932,2,1120,1040,0,1120,4,129000
14762,RL,7,1948,Lvl,0,2,1547,0,720,2320,5,169000
9938,RL,8,1993,Lvl,750,2,1062,1050,887,1949,7,236000
6600,RL,5,1962,Lvl,0,1,894,894,0,894,5,109500
8750,RL,7,1998,Lvl,505,2,804,804,878,1682,6,200500
8892,RL,5,1953,Lvl,0,2,910,105,0,910,5,116000
12144,RL,6,1949,Lvl,375,1,1036,832,0,1268,5,133000
5720,RM,5,1941,Lvl,0,1,676,676,455,1131,5,66500
9000,FV,11,2007,Lvl,64,2,1184,1184,1426,2610,8,303477
25286,RL,5,1963,HLS,633,2,1040,1064,0,1040,4,132250
8834,RL,10,2004,Lvl,1170,3,1462,1462,762,2224,9,350000
11782,RL,6,1961,Lvl,899,2,1155,1109,0,1155,5,148000
7000,RL,6,1978,Lvl,646,1,864,864,0,864,5,136500
7024,RL,5,2005,Lvl,980,2,1090,1090,0,1090,5,157000
13758,RL,7,1990,Lvl,902,2,1187,1156,530,1717,7,187500
9636,RL,7,1992,Lvl,0,2,808,808,785,1593,6,178000
6204,RL,10,1912,Bnk,0,1,954,795,795,2230,4,118500
7150,RL,5,1967,Lvl,432,1,892,892,0,892,5,100000
5119,FV,5,1999,Lvl,1238,2,1709,1698,0,1709,9,328900
8393,RL,8,1959,Lvl,528,2,1712,1626,0,1712,5,145000
16466,RL,8,1955,Lvl,0,1,872,816,521,1393,5,135500
15865,RL,8,1970,Lvl,351,2,2217,2217,0,2217,8,268000
12160,RL,6,1953,Lvl,1024,2,1505,1505,0,1505,6,149500
8064,RL,6,1949,Lvl,0,2,672,672,252,924,5,122900
11184,RL,7,1978,Lvl,226,2,918,918,765,1683,6,172500
8414,RL,6,1963,Lvl,663,1,1068,1059,0,1068,6,154500
13284,RL,6,1954,Lvl,1064,1,1383,1383,0,1383,5,165000
7018,RL,8,1979,Bnk,0,2,1535,0,0,1535,5,118858
7056,RL,8,1963,Lvl,400,2,983,780,813,1796,6,140000
8765,RM,6,1936,Lvl,285,1,951,951,0,951,4,106500
7018,RL,12,1979,Lvl,0,2,1120,0,1120,2240,5,142953
12919,RL,11,2009,Lvl,2188,3,2364,2330,0,2364,9,611657
6993,RL,6,1961,Lvl,465,1,1236,912,0,1236,5,135000
7340,RL,4,1971,Lvl,322,1,858,858,0,858,4,110000
8712,RL,5,1957,Lvl,860,1,1306,992,0,1306,5,153000
7875,RL,8,2003,Lvl,0,2,807,783,702,1509,7,180000
14859,RL,7,2006,HLS,0,3,1670,1670,0,1670,7,240000
6173,RL,6,1967,Lvl,599,1,902,876,0,902,5,125500
9920,RL,6,1954,Lvl,354,1,1063,1056,0,1063,5,128000
13501,RL,8,2006,Lvl,63,3,1636,1623,0,1636,8,255000
11500,RL,6,1936,Lvl,223,1,1020,1017,1037,2057,7,250000
8885,RL,5,1983,Low,301,2,902,864,0,902,5,131000
12589,RL,8,2005,Lvl,0,2,742,742,742,1484,6,174000
11600,RL,12,1960,Lvl,443,2,1105,1105,1169,2274,5,154300
9286,RL,5,1977,Lvl,196,1,1268,1268,0,1268,5,143500
6120,RM,6,1925,Lvl,489,1,1015,768,0,1015,5,88000
6270,RH,8,1949,HLS,284,3,1001,1001,1001,2002,5,145000
3000,FV,4,2009,Lvl,294,2,612,612,612,1224,6,173733
2001,RM,6,1970,Lvl,0,1,546,546,546,1092,4,75000
9000,C (all),4,1949,Lvl,50,1,480,480,0,480,2,35311
17140,RL,6,1956,Lvl,1059,1,1229,1134,0,1229,4,135000
13125,RL,8,1991,Lvl,48,3,912,1104,1215,2127,7,238000
11029,RL,6,1958,Lvl,528,2,1414,1184,0,1414,6,176500
8462,RL,7,1994,Lvl,814,2,936,928,785,1721,6,201000
8777,RL,9,1900,Lvl,1084,0,1272,1272,928,2200,5,145900
10237,RL,6,2005,Lvl,28,2,1316,1316,0,1316,6,169990
8012,RL,5,1993,Lvl,165,2,1617,1604,0,1617,6,193000
10240,RL,7,1980,Lvl,625,2,1686,1686,0,1686,6,207500
15611,RL,6,1977,Lvl,767,2,1126,1126,0,1126,5,175000
11999,RL,10,2003,Lvl,0,3,1234,1181,1140,2374,8,285000
9900,RL,9,1968,Lvl,552,2,1098,832,880,1978,7,176000
11838,RL,7,2001,Lvl,0,2,1788,1753,0,1788,8,236500
13006,RL,8,1997,Lvl,0,2,993,964,1243,2236,7,222000
8925,RL,7,2007,HLS,16,3,1466,1466,0,1466,8,201000
9100,RL,5,1965,Lvl,338,1,925,925,0,925,5,117500
11670,RL,8,2006,Lvl,0,3,1905,1905,0,1905,9,320000
8487,RL,6,2004,Lvl,20,2,1500,1500,0,1500,7,190000
27650,RL,9,1960,HLS,425,2,2069,585,0,2069,7,242000
5825,RL,5,1926,Lvl,0,2,747,600,0,747,4,79900
10083,RL,5,2003,Lvl,833,2,1200,1176,0,1200,7,184900
9675,RL,8,2005,Lvl,341,2,1113,1113,858,1971,7,253000
8760,RL,7,2006,Lvl,464,3,1391,1391,571,1962,7,239799
24090,RL,10,1940,Lvl,0,1,1207,1032,1196,2403,7,244400
12640,RL,8,1976,Lvl,936,2,1728,1728,0,1728,6,150900
8755,RL,8,1999,Lvl,772,2,1022,992,1038,2060,7,214000
7711,RL,8,1977,Lvl,1440,0,1440,1440,0,1440,4,150000
25000,RL,8,1967,Low,0,2,1632,1632,0,1632,5,143000
14375,RL,7,1958,Lvl,111,2,1344,819,0,1344,6,137500
8820,RM,7,1890,Lvl,1088,2,1188,1088,561,1869,5,124900
8163,RL,6,1959,Lvl,748,1,1144,1144,0,1144,5,143000
14536,RL,9,2002,Lvl,1300,3,1629,1616,0,1629,8,270000
14006,RL,7,2002,Lvl,0,2,936,936,840,1776,7,192500
9360,RL,5,1972,Lvl,982,2,1381,1161,0,1381,6,197500
7200,RL,5,1950,Lvl,398,2,864,864,0,864,5,129000
7800,RH,6,1965,Lvl,641,1,965,828,0,965,5,119900
7200,RL,5,1972,Lvl,660,1,768,768,0,768,5,133900
11075,RL,7,1969,Lvl,562,2,1168,784,800,1968,5,172000
9400,RL,4,1975,Lvl,945,0,980,945,0,980,6,127500
7136,RH,8,1946,HLS,484,2,979,979,979,1958,6,145000
1300,RM,5,1980,Lvl,285,2,561,561,668,1229,6,124000
7420,RL,6,1962,Lvl,417,2,1057,1057,0,1057,5,132000
8450,RL,6,2003,Lvl,699,2,1337,1337,0,1337,7,185000
2572,FV,6,1999,Lvl,604,2,696,696,720,1416,7,155000
7207,RL,4,1958,Lvl,696,0,858,858,0,858,5,116500
12227,RL,11,1977,Lvl,896,2,1542,1330,1330,2872,6,272000
2308,RL,7,1976,Lvl,556,2,804,804,744,1548,6,155000
11923,RL,7,2007,Lvl,0,2,1800,1800,0,1800,9,239000
11316,RL,8,2002,Lvl,624,2,824,817,1070,1894,7,214900
10237,RL,8,2005,Lvl,0,2,783,783,701,1484,6,178900
9600,RL,7,1940,HLS,428,1,976,728,332,1308,5,160000
7390,RL,6,1955,Lvl,902,1,1098,1098,0,1098,5,135000
5925,RM,6,1910,Lvl,0,0,600,600,368,968,3,37900
10382,RL,6,1958,Lvl,513,1,1095,588,0,1095,6,140000
10800,RL,6,1949,Lvl,0,0,720,720,472,1192,4,135000
2268,RL,6,2003,Lvl,567,2,764,764,862,1626,7,173000
7892,RL,5,1979,Lvl,0,1,918,918,0,918,6,99500
11639,FV,6,2007,Lvl,0,2,1428,1428,0,1428,7,182000
11414,RL,8,1910,Lvl,0,2,1136,728,883,2019,7,167500
2651,FV,6,2000,Lvl,641,2,673,673,709,1382,7,165000
5900,RL,4,1923,Bnk,0,0,869,440,0,869,4,85500
4274,FV,4,2006,Lvl,1106,2,1241,1241,0,1241,7,199900
9450,RL,5,1954,Bnk,552,2,894,894,0,894,4,110000
8816,RL,5,1963,Lvl,651,2,1121,1121,0,1121,5,139000
12122,RL,6,1961,Lvl,867,2,999,944,0,999,7,178400
12203,RL,8,1998,Lvl,854,3,1276,1225,1336,2612,8,336000
3182,RL,6,2007,Lvl,0,2,1266,1266,0,1266,7,159895
11250,RL,9,2002,Lvl,0,2,1149,1128,1141,2290,8,255900
10125,RL,8,1977,Lvl,0,2,1302,0,432,1734,5,126000
10880,RL,5,1950,Lvl,1040,1,1164,1164,0,1164,5,125000
5310,RM,5,1910,Lvl,0,1,1001,485,634,1635,6,117000
10159,RL,8,2009,Lvl,1646,3,1940,1930,0,1940,9,395192
12046,RL,8,1976,Lvl,156,2,1118,848,912,2030,6,195000
8125,FV,6,2006,Lvl,0,2,778,770,798,1576,7,197000
9452,RL,7,1997,Lvl,1074,3,1407,1396,985,2392,8,348000
17671,RM,8,1882,Lvl,216,2,916,916,826,1742,8,168000
9760,RL,7,1964,Lvl,536,2,1020,822,831,1851,6,187000
8846,RL,6,2005,Lvl,0,2,750,750,750,1500,6,173900
12456,RL,7,2006,Lvl,1172,3,1718,1700,0,1718,10,337500
4712,RL,5,1946,Lvl,384,1,774,747,456,1230,4,121600
10659,RL,6,1961,Lvl,915,1,1050,1050,0,1050,5,136500
11717,RL,6,1970,Lvl,0,2,1442,1442,0,1442,6,185000
9786,RM,6,1922,Lvl,0,1,1077,1007,0,1077,3,91000
6762,RL,6,2006,Lvl,686,2,1208,1187,0,1208,7,206000
10206,RL,4,1952,Lvl,0,2,944,0,0,944,3,82000
5400,RL,4,1920,Lvl,0,1,691,691,0,691,5,86000
11957,RL,7,2006,Lvl,24,3,1574,1574,0,1574,8,232000
11500,RL,8,1976,Lvl,0,2,1680,1680,0,1680,5,136905
3182,RL,7,2005,Lvl,16,2,1504,1346,0,1504,7,181000
8385,RL,6,1977,Lvl,595,1,985,985,0,985,5,149900
12155,RL,7,1970,Lvl,1237,2,1657,1657,0,1657,6,163500
2217,RM,6,1970,Lvl,273,1,546,546,546,1092,4,88000
12118,RL,7,2004,Lvl,0,2,1710,1710,0,1710,7,240000
6000,RL,7,1926,Lvl,0,0,1008,1008,0,1522,5,102000
21286,RL,7,1948,Lvl,0,1,720,720,551,1271,5,135000
9825,RL,8,1965,Lvl,0,0,1664,0,0,1664,5,100000
10592,RL,7,1923,Lvl,0,1,900,602,602,1502,6,165000
7200,RM,4,1910,Lvl,247,1,1022,1022,0,1022,5,85000
11664,RL,5,1948,Lvl,336,1,1082,1082,0,1082,6,119200
8400,RL,6,2001,Lvl,643,2,810,810,855,1665,8,227000
11883,RL,6,1996,Lvl,690,2,1504,1504,0,1504,7,203000
5814,RL,4,1984,Lvl,1036,2,1360,1220,0,1360,8,187500
10784,RL,7,1991,Lvl,0,2,802,384,670,1472,7,160000
3013,RL,6,2005,Lvl,16,2,1506,1362,0,1506,7,213490
7024,RL,5,2005,Lvl,1024,2,1132,1132,0,1132,4,176000
7406,RL,6,2006,Lvl,684,2,1220,1199,0,1220,7,194000
9439,RM,6,1930,Lvl,324,1,912,912,336,1248,5,87000
3182,RL,7,2005,Lvl,16,2,1504,1346,0,1504,7,191000
15498,RL,10,1976,Lvl,1165,2,2898,1565,0,2898,8,287000
7700,RL,5,1972,Lvl,138,2,882,882,0,882,5,112500
9300,RL,6,1960,Lvl,697,2,1264,1268,0,1264,5,167500
9520,RL,7,2007,HLS,1513,3,1646,1638,0,1646,8,293077
9492,RL,6,1941,Lvl,368,1,968,768,408,1376,5,105000
1680,RM,7,1972,Lvl,317,1,672,672,546,1218,6,118000
7082,RH,10,1916,Lvl,0,0,948,686,980,1928,5,160000
15863,RL,12,1920,Lvl,523,2,1687,824,998,3082,7,197000
14541,RL,10,1993,Lvl,1012,3,1352,1338,1168,2520,8,310000
8125,RL,6,2002,Lvl,986,3,1654,1654,0,1654,7,230000
6305,RL,5,1938,Bnk,0,1,954,920,0,954,5,119750
11500,RL,5,1957,Lvl,0,1,845,0,0,845,4,84000
12898,RL,6,2007,HLS,1022,3,1620,1620,0,1620,9,315500
9240,RL,7,2001,Lvl,0,2,1055,1055,1208,2263,8,287000
1533,RM,6,1970,Lvl,0,0,798,546,546,1344,4,97000
1477,RM,3,1970,Lvl,509,1,630,630,0,630,4,80000
13125,RL,8,1957,Lvl,168,2,1803,1134,0,1803,5,155000
9130,RL,7,1966,Lvl,400,2,800,800,832,1632,6,173000
5381,RL,5,2005,Lvl,900,2,1306,1306,0,1306,6,196000
11839,RL,10,1990,Lvl,1085,2,1532,1475,797,2329,7,262280
9600,RL,9,1981,Lvl,1104,2,2524,2524,0,2524,8,278000
13680,RL,8,1955,Lvl,0,2,1733,0,0,1733,3,139600
16056,RL,11,2005,Lvl,240,3,1992,1992,876,2868,9,556581
9245,RL,5,1994,Lvl,686,2,990,990,0,990,5,145000
21750,RL,9,1960,Lvl,0,2,1771,0,0,1771,5,115000
11100,RL,6,1946,Low,0,1,930,0,0,930,4,84900
8993,RL,6,2007,Lvl,0,2,1302,1302,0,1302,7,176485
11175,RL,6,2007,Lvl,0,2,1316,1316,0,1316,7,200141
9500,RL,9,1964,Lvl,442,2,1127,816,850,1977,6,165000
8562,RL,7,1957,Lvl,383,1,1526,1216,0,1526,5,144500
11367,RL,7,2002,Lvl,932,2,1091,1065,898,1989,8,255000
11361,RL,7,1976,Lvl,644,2,1523,1193,0,1523,6,180000
7052,RL,6,2005,Lvl,659,2,1364,1364,0,1364,7,185850
29959,RL,7,1994,Lvl,595,2,979,973,871,1850,7,248000
11308,RL,10,2008,Lvl,936,3,1130,1104,1054,2184,9,335000
11275,RL,7,1932,HLS,297,2,1096,854,895,1991,6,220000
4920,RL,6,2001,Lvl,616,2,1338,1338,0,1338,8,213500
18000,C (all),6,1935,Low,0,3,894,894,0,894,3,81000
13600,RM,10,1900,Lvl,0,2,1422,662,915,2337,5,90000
6000,RM,5,1925,Lvl,397,2,1103,1103,0,1103,6,110500
11000,RL,6,1966,Lvl,740,2,1154,1154,0,1154,5,154000
14000,RL,7,1996,Lvl,1201,2,1306,1306,954,2260,7,328000
7837,RL,7,1993,Lvl,0,2,799,799,772,1571,6,178000
9760,RL,7,1964,Lvl,674,2,798,780,813,1611,6,167900
3964,RM,10,1973,Lvl,837,2,1291,942,1230,2521,6,151400
9600,RL,4,1949,Lvl,220,2,893,845,0,893,5,135000
10152,RL,6,1956,Lvl,586,1,1048,1048,0,1048,5,135000
11700,RL,8,1968,Lvl,298,2,829,727,727,1556,6,154000
7585,RL,7,1948,Lvl,0,1,1002,810,454,1456,5,91500
7950,RL,6,1977,Bnk,535,2,698,690,728,1426,6,159500
8556,RL,5,2006,Lvl,0,3,1240,1240,0,1240,7,194000
13125,RL,6,1940,Lvl,410,1,960,800,780,1740,7,219500
10800,RL,7,1936,Lvl,626,2,1096,796,370,1466,5,170000
15870,RL,6,1969,Lvl,75,1,1096,1096,0,1096,5,138800
4435,RM,3,2004,Lvl,662,2,848,848,0,848,6,155900
8775,RL,5,1994,Lvl,495,1,990,990,0,990,5,126000
11040,RL,5,1971,Lvl,656,2,1258,1258,0,1258,6,145000
7500,RL,5,1963,Lvl,824,1,1040,1040,0,1040,5,133000
8749,RL,6,2002,Lvl,0,2,1459,1459,0,1459,7,192000
8800,RL,6,1964,Lvl,553,1,1251,1251,0,1251,6,160000
13031,RL,6,1995,Lvl,592,2,691,691,807,1498,6,187500
9069,RL,5,1992,Lvl,747,2,996,936,0,996,6,147000
1974,RM,6,1973,Lvl,334,1,546,546,546,1092,4,83500
10574,FV,9,2005,Lvl,0,3,1082,1082,871,1953,8,252000
2522,RM,7,2004,Lvl,0,2,970,970,739,1709,7,137500
3316,FV,4,2005,Lvl,1039,2,1247,1247,0,1247,8,197000
8544,RL,6,1950,Lvl,0,2,1040,0,0,1040,3,92900
2160,FV,4,1999,Lvl,510,2,624,600,628,1252,7,160000
8400,RL,7,1925,Bnk,423,2,1390,1181,304,1694,6,136500
9230,RL,6,1965,Lvl,661,2,1200,864,0,1200,5,146000
5868,RL,4,1956,Lvl,248,1,936,936,0,936,5,129000
9317,RL,6,2006,Lvl,24,2,1314,1314,0,1314,6,176432
6882,RM,7,1914,Lvl,0,0,773,684,582,1355,6,127000
3696,RL,5,1986,Lvl,0,2,1088,1074,0,1088,8,170000
6000,RM,6,1936,Lvl,672,1,757,672,567,1324,4,128000
11880,RL,7,1978,Lvl,704,2,1601,1271,0,1601,7,157000
8400,RL,3,1920,Bnk,290,1,438,290,0,438,2,60000
9758,RL,5,1971,Lvl,412,1,950,950,0,950,5,119500
7000,RL,6,1960,Lvl,588,1,1134,1010,0,1134,5,135000
8910,RL,6,1959,Lvl,655,2,1194,655,0,1194,6,159500
2016,RM,6,1970,Lvl,0,2,630,630,672,1302,5,106000
12256,RL,9,1994,Lvl,1032,2,1500,1463,1122,2622,8,325000
10357,RL,6,1990,Lvl,738,2,1442,910,0,1442,7,179900
23257,RL,9,2006,HLS,0,2,887,868,1134,2021,7,274725
8063,RL,7,2000,Lvl,0,2,948,924,742,1690,6,181000
11362,RL,7,2004,Lvl,1039,3,1836,1836,0,1836,8,280000
8000,RL,8,1995,Lvl,219,2,773,773,885,1658,6,188000
10480,RL,8,1976,Lvl,403,2,1098,803,866,1964,7,205000
7100,RL,5,1957,Lvl,708,1,816,816,0,816,5,129900
8923,RL,6,1953,Lvl,643,1,1008,1008,0,1008,5,134500
5400,RL,4,1954,Lvl,415,1,833,833,0,833,5,117000
12085,RL,7,2007,Lvl,1004,3,1734,1734,0,1734,8,318000
7750,RL,7,2002,Lvl,353,2,779,408,640,1419,8,184100
9764,RL,5,1967,Lvl,702,2,894,894,0,894,5,130000
13825,RL,6,1958,Lvl,0,1,1021,533,580,1601,5,140000
7560,RL,6,1959,Lvl,369,1,1040,1040,0,1040,5,133700
8263,RM,6,1920,Bnk,0,1,1012,1012,0,1012,6,118400
10084,RL,7,2005,Lvl,24,3,1552,1552,0,1552,7,212900
8926,RL,5,1956,Lvl,0,1,960,672,0,960,4,112000
9405,RL,4,1947,Lvl,0,0,698,698,0,698,5,118000
9125,RL,7,1992,Lvl,0,2,812,384,670,1482,7,163900
10434,RL,5,1955,Lvl,0,2,1005,1005,0,1005,4,115000
3684,RL,7,2007,Lvl,0,3,1555,1373,0,1555,7,174000
14572,RL,7,2004,Lvl,1300,3,1530,1530,0,1530,7,259000
11796,RL,8,2004,Lvl,0,2,847,847,1112,1959,7,215000
7200,RM,4,1980,Lvl,936,2,936,936,0,936,5,140000
7804,RL,7,1928,Lvl,622,2,1328,1122,653,1981,4,135000
10712,RL,5,1991,Lvl,212,0,974,974,0,974,5,93500
9900,RM,8,1880,Lvl,0,1,1178,1008,1032,2210,6,117500
9828,RL,8,1995,Lvl,584,2,1142,1128,878,2020,8,239500
8773,RL,7,1997,HLS,0,2,916,916,684,1600,6,169000
6180,RM,5,1926,Lvl,0,1,986,960,0,986,6,102000
9600,RL,6,1950,Lvl,280,1,1032,1032,220,1252,6,119000
6342,RL,6,1875,Lvl,0,0,780,780,240,1020,5,94000
9819,RL,5,1977,Lvl,1567,2,1567,1567,0,1567,6,196000
8731,RL,6,1920,Lvl,645,2,1167,915,0,1167,5,144000
7350,RL,4,1951,Lvl,852,2,952,952,0,952,5,139000
10304,RL,9,1976,Lvl,381,2,1088,780,780,1868,5,197500
9965,RL,11,2006,Lvl,1150,3,1466,1466,1362,2828,8,424870
9000,RL,5,1959,Lvl,288,0,1006,1006,0,1006,5,80000
12180,RL,5,1941,Lvl,348,1,672,672,252,924,4,80000
6240,RM,8,1928,Lvl,0,1,1042,1042,534,1576,5,149000
11200,RL,5,1985,Lvl,1258,2,1298,1298,0,1298,6,180000
12000,RL,7,1941,Bnk,275,1,860,704,704,1564,7,174500
5700,RM,5,1926,Lvl,0,1,572,572,539,1111,7,116900
9000,RM,7,1920,Lvl,624,2,832,650,650,1482,7,143000
8280,RL,4,1950,Lvl,0,1,932,932,0,932,6,124000
17755,RL,6,1959,Lvl,176,2,1466,1466,0,1466,5,149900
14115,RL,6,1956,Lvl,296,2,1811,1073,0,1811,6,230000
5890,RM,5,1930,Lvl,538,1,816,816,0,816,6,120500
13700,RL,8,1965,Lvl,454,2,902,864,918,1820,7,201800
10768,RL,6,1976,Lvl,1157,2,1437,1437,0,1437,5,218000
9350,RL,6,1965,Lvl,633,2,1265,1219,0,1265,5,179900
5001,RL,6,2007,Lvl,904,2,1314,1314,0,1314,7,230000
11932,RL,7,2007,Lvl,0,3,1580,1580,0,1580,8,235128
9120,RL,8,1974,Lvl,442,2,943,901,933,1876,6,185000
2280,RL,7,1978,Lvl,311,2,855,855,601,1456,6,146000
14778,RL,7,1954,Low,728,2,1640,1296,0,1640,6,224000
8724,RL,5,1968,Lvl,492,2,894,894,0,894,5,129000
12900,RL,6,1969,Lvl,1198,2,1258,1198,0,1258,4,108959
16157,RL,5,1978,Lvl,680,2,1432,1360,0,1432,5,194000
9541,RL,7,2009,Lvl,0,2,1502,1502,0,1502,7,233170
10475,RL,7,2008,Lvl,0,3,1694,1694,0,1694,8,245350
10852,RL,7,2000,Lvl,786,2,959,959,712,1671,6,173000
13728,RL,7,1935,Lvl,626,2,1236,1127,872,2108,6,235000
35760,RL,10,1995,Lvl,1387,3,1831,1930,1796,3627,10,625000
9880,RL,6,1977,Lvl,522,1,1118,1096,0,1118,6,171000
9120,RL,6,1958,Lvl,662,2,1261,1261,0,1261,6,163000
4017,FV,5,2006,Lvl,0,2,625,625,625,1250,7,171900
18030,RL,12,1946,Bnk,152,0,1636,1598,971,3086,5,200500
16560,RL,9,1932,Lvl,503,2,1170,952,1175,2345,6,239000
10678,RL,9,1992,Lvl,700,2,2129,1683,743,2872,8,285000
6951,RL,5,1984,Lvl,658,1,923,876,0,923,5,119500
3950,RM,5,1926,Bnk,468,1,818,818,406,1224,6,115000
7681,RL,7,1921,Lvl,0,1,820,731,523,1343,5,154900
8335,RL,5,1954,Lvl,0,0,1124,0,0,1124,5,93000
11170,RL,8,1990,Lvl,1216,2,1298,1216,1216,2514,7,250000
5587,RM,5,2008,HLS,1480,2,1652,1600,0,1652,8,392500
15623,RL,10,1996,Lvl,2096,3,2411,2396,2065,4476,10,745000
10800,RL,5,1920,Lvl,821,2,1130,1120,0,1130,5,120000
